comentario;nota;data
Vale a pena conhecer o Jardim Botânico de Curitiba. O passeio com a família ficou ainda mais agradável e rendeu ótimas fotos! ;5.0;mai de 2014
cidade maravilhosa e com excelente transporte urbano. o jardim botânico é fora de série. coisa de cinema. é de para qualquer pessoa se impressionar com tanta beleza e querer voltar outras vezes.;5.0;jul de 2013
Excelente lugar para tirar fotos panorâmicas e apreciar um lindo jardim. Possui lojinha de souvenirs com preços razoáveis. Dá para passear com crianças ou fazer um piquenique ao ar livre.;5.0;abr de 2014
Lugar muito bonito , melhor época quando tem eventos expisições de orquideas muito bom. bom para fazer uma caminhada logo cedo .;5.0;nov de 2013
Parque lindo e muito bem cuidado, com jardins que provavelmente foram inspirados nos famosos jardins franceses!É um verdadeiro cartão postal!Entrada franca!Recomendo!;4.0;abr de 2014
Dentro da estufa em si não tem nada demais e é até muito pequeno, mas o lugar todo é mesmo muito lindo! Em época de primavera/verão o jardim fica bem florido. É bem fácil de chegar. Os ônibus do Linha Turismo deixam na porta. Tem uma lanchonete bem ao lado.;3.0;abr de 2014
O Jardim Botânico é passagem imperdível para quem viaja a turismo em Curitiba, pois talvez seja o seu ponto turístico de maior auto-referência. É lá que encontramos a estufa feita em estrutura tubular que lembra um palácio de cristal e que é um marco da cidade, assim como os rios que cortam o Recife, o Cristo Redentor no Rio de Janeiro e outros pontos marcantes de outras cidades.Não deixe de ir para conhecer. Aproveite para beber o suco de milho que vende na lanchonete do parque. Eu, que sou do Nordeste, não conhecia essa especiaria. Muita boa.;4.0;mai de 2014
É um ótimo local para passear, curtir a natureza e conhecer algumas espécies de orquídeas. Pode-se fazer piquenique. Existe um lago de tamanho pequeno para conhecer e algumas trilhas para fazer exercício. É um local para conhecer em dias de sol ou somente ir para exercícios.;4.0;mai de 2014
Ponto turístico muito bonito de Curitiba. Além do jardim extenso com várias cores de flores, possui opção de caminhada e quadras esportivas anexas.;4.0;out de 2013
O Jardim Botânico de Curitiba está localizado na região central da cidade, de fácil acesso no bairro homônimo. Por ser um parque municipal, a entrada é franca e é local para exercício de atividades e passeios dos moradores locais. Apesar de composto de espécimes comuns, o jardim é bem cuidado e bem conservado pela população e fiel ao estilo francês, apegado à estética e linhas simétricas. Do alto da colina depois do jardim está a estufa com três abóbodas, inspirada no Palácio de Cristal de Londres. Dentro da estufa o espaço é pequeno e mesmo num final de semana frio e chuvoso, sem ser feriado, formou-se fila para subir à plataforma dentro dela. Como é um espaço aberto para visitação, as plantas no interior da estufa também são comuns, nada de espécimes raros. Dentro do Jardim Botânico ainda há diversos locais de exposição e museus, nem sempre abertos ou em funcionamento. Recomendo consultar antes.;4.0;dez de 2013
O lugar é um cartão postal. Mto bonito mesmo. Um dos lugares mais bonitos da cidade, se não for o mais.;5.0;mai de 2014
Parque muito bonito, grande e bem cuidado. Local imperdível para quem vai à Curitiba, vale a pena reservar um tempo.;4.0;set de 2013
Um local romântico, lindo, simplesmente magnifico! Fiquei encantado em conhecer o Jd. Botânico de Curitiba. A estuda com plantas exóticas faz parte da beleza da cidade. Recomendo e não só esta área, mas o parque como um todo!;5.0;abr de 2014
Lindo, no fim da tarde as fotos ficam mais bonitas ainda. Não tem como ir em Curitiba sem ir no Jardim Botânico, tem um jardim lindo, uma diversidade de plantas... é lindo;5.0;mai de 2014
Parque muito bonito localizado perto da rodoviária e estação de trens turisticos de Curitiba. Realmente vale muito a pena ir neste lugar e tirar algumas fotos. Fica a dia para tirar fotos no início da manhã ou no final da tarde porque a claridade é mais amena e as fotos ficam ótimas. Voltaria com certeza.;5.0;abr de 2014
"Trata-se de um parque, local para exercícios, pista para correr e caminhar. Estufa de plantas, lago com peixes e um pouco de mata ""nativa"". Parque bem cuidado, jardins e estufas, principalmente. Faz parte do passeio do ônibus ""linha turismo"".";4.0;mar de 2014
Simplesmente imperdível! Visitar Curitiba e não conhecer o Jardim Botânico é um pecado! Um dos lugares mais lindos existentes no planeta! Você deve conhecer a proveitar o lugar!!!!!;4.0;fev de 2014
Há tempos não visitava o local. Gostei do verde e do pequeno bosque que há ali, com diversas trilhas por entre a vegetação nativa.;5.0;mai de 2014
"A vista inicial é linda, porém há poucas espécies na estufa principal com identificação. Os ""espaços culturais"" estão vazios, que transmitem sensação de abandono. O Jardim das Sensações é incrivel, mas ha muitas especies faltando...";3.0;abr de 2014
Lugar muito agradável para passear. Excelente ponto turistico, principalmente para levar as crianças.;5.0;mai de 2014
Lugar muito lindo e gigantesco, fauna e flora presentes em meio aos atletas, curiosos e visitantes do Jardim. Lugar perfeito para passar uma tarde.;5.0;jul de 2013
"se está procurando um lugar de verde, paz, oxigênio livre, este é o local ideal. bom pra caminhar, deitar na relva, ouvir um som baixinho em contato com a natureza;";5.0;nov de 2013
Vale muito a pena a visita. Local lindo e muito bem cuidado. Rende ótimas fotos. Dá para fazer pequenique com a família.;5.0;mar de 2014
É um dos orgulhos de minha cidade. Entrada franca. Lugar espaçoso, com bastante gramado céu aberto, com seus jardins coloridos e muito bem cuidados. Há trilhas para caminhar por entre as árvores do bosque , admirar e sentir a natureza. Há ainda um espaço para exposição de flores no Museu Botânico. É local onde nos finais de semana turistas e curitibanos aproveitam para relaxar, namorar e levar as crianças.É aberto para caminhadas no bosque das 6:00hrs às 19:30 hrs.;5.0;jun de 2013
Curti bastante a natureza, lugar bonito. Lugar bom para estar com a família, fazer caminhada, praticar exercícios físicos.;4.0;mai de 2014
O Jardim Botânico de Curitiba, é sem dúvidas uma atração imperdível na cidade. Além de contar com estufa gigante, o passeio em volta do parque também é bastante proveitoso.;5.0;jun de 2013
Parada obrigatória em Curitiba, o Jardim Botânico é uma excelente opção de ponto turístico! Lindo, melhor ainda se der a sorte de visitar em um lindo dia de sol!;5.0;mai de 2014
Excelente o Jardim Botânico, com suas árvores, flores, rios e animais, respiramos natureza do começo ao fim. É grande, por isso, se quiser conhecer bem, reserve pelo menos uma hora. Pena have apenas uma lanchonete pequena lá dentro.;5.0;mai de 2014
Interessante para sair com os amigos, para admirar o ambiente local da cidade. É bem localizado, pois fica próximo de vários estabelecimentos que é normal frequentarmos no dia-a-dia (exemplo: farmácia, padaria, bar, lanchonete, etc);4.0;mai de 2014
O Jardim Botanico é tudo aquilo que vemos na televisao. Lugar incrivel! Otimo para passar o dia, tirar lindas fotos!!;5.0;jan de 2014
O jardim botânico tem um visual lindo por fora, local muito agradável para passar uma manhã ou trade. Entretanto o jardim botânico em si, por dentro é bastante descuidado. Deixou a desejar.;3.0;abr de 2014
Verdadeiro cartão-postal de Curitiba, o Jardim Botânico é bonito e bem cuidado. Ótimo local para dar um passeio e tirar fotos.;4.0;dez de 2013
Que lugar lindo, só a o Castelo de Vidro já vale a vista, mesmo assim ainda tem uma linda ponte, um museu,um orquidário e todo o parque em si, seja para correr ou apenas pensar na vida! Amei, lindo!;5.0;mai de 2014
Lindo e bem cuidado em qualquer período do ano. Recomendado para todas as idades, pois é um jardim maravilhoso: para tirar fotos, para passear, para descansar, para ver o por do sol e muito mais. Não deixem de visitar o Jardim dos sentidos. Consultem o horário de funcionamento antes de ir.;5.0;mai de 2014
Realmente muito agradável lugar excelente para descontrair relaxa  gostei mito da limpeza organização muito convidativo .;5.0;mai de 2014
Lugar maraviloso, muito bonito. possui grande variedade de arvores e plantas de todos os tipos. possui otima infraestrutura.;5.0;jul de 2013
Lindo já bastaria para qualificar. Limpo, bem cuidado, bem frequentado. Muito tranquilo. E olha que fui num fim de semana. Aconselho muito.;5.0;mai de 2014
Local urbano muito agradável de fácil acesso, principalmente quando se chega de ônibus turismo que é uma excelente opção em Curitiba.;5.0;mai de 2014
 O Jardim Botânico é lindo, tem a estufa metálica que é a cara de Curitiba, é um ponto estratégico de turismo, e com a facilidade de pegar o ônibus jardineira, que para nos principais pontos turísticos da cidade.;4.0;jun de 2013
Impossivel passar por Curitiba sem passear pelo Jardim Botânico!reserve no mínimo uma para passear, leve uma Canga para descansar debaixo das árvores!!! realmente muito agradável!!!;5.0;fev de 2014
Bom lugar pra refrescar a cabeça, uma loja de suvenirs bacana. Tem umas caixas feitas de palha de trigo que são lindas, nunca havia visto igual. O restaurante lá é simples, tem poucos salgados.;4.0;mai de 2014
é um lugar bacana, bem florido. Pra quem vai turistar em Curitiba, quase obrigatório! Tem a vantagem de não pagar pra entrar e a desvantagem de ser só pra dar uma caminhada e olhar a paisagem mesmo.;4.0;out de 2013
Me trouxe paz e contentamento, muito bom para se reconectar com a natureza. Os animais estão por toda parte, tartarugas tomando sol, Socós se exibindo e carpas colorindo a água.;5.0;mai de 2014
muito agradável, de fácil acesso pelo transporte público da cidade, limpeza impecável.ótimo passeio para quem visita Curitiba;4.0;ago de 2013
Vale muito a pena conhecer... Desde um passeio romântico  a uma corridinha pra manter a saúde e bem estar.;5.0;mai de 2014
O lugar e lindo. Tem uma enorme estufa para as plantas. Na entrada as flores todas estão juntinhas. Parece a Europa. Tem fontes e chafariz.;4.0;abr de 2014
Lugar especial de uma paisagem incrível, romântico e que traz uma paz. É tudo muito limpo e organizado.;4.0;dez de 2013
O Jardim Botânico é um lugar imperdível de se visitar em Curitiba. Com muito verde, paisagens bonitas e locais para um ótimo piquenique. Conta com uma loja de produtos para levar de lembrança para casa. É ótimo para passar o dia.;5.0;mar de 2014
Ar fresco, passeio calmo para a familia ou casais que estejam curtindo uma estadia na cidade é uma otima opção para ficarem juntos;5.0;ago de 2013
Um dos mais belos do Brasil, Nos faz sentir parte da natureza, ar puro ambiente super agradável, bem no centro da capital paranaense.;5.0;out de 2013
um local para se visitar com calma e tempo. embora em manutenção e sendo preparado para a Copa, vale a visita.;5.0;mai de 2014
Possui jardins belíssimos que rendem boas fotos. Tive a sorte de estar lá em um dia em que estava tendo um movimento pela paz, em que balões brancos foram soltos e deixou a paisagem ainda mais exuberante.;5.0;abr de 2014
Passeio tranquilo e excelente para curtir a natureza. Para quem vai a Curitiba pela primeira vez não pode deixar de conhecer esse lugar!;4.0;set de 2013
Lugar ótimo para passear com a família, tirar lindas fotos e curtir a paisagem que é espetacular!!! Um bom lugar para fazer um piquenique.;5.0;jan de 2014
Lugar agradabilíssimo. Inspirada no Palácio de Cristal de Londres, a estufa de vidro contém bromélias, orquídeas, inúmeras plantas, cascata. Os jardins externos tem formas geométricas, como os jardins do Palácio de Versalhes. Maravilhoso!;5.0;out de 2013
Um ótimo lugar para dar um passeio, sentar em baixo das arvores ou fazer uma caminhada, local bem familia, com diversos turistas, de fácil acesso, super recomendado!Vale muito a pena dar uma passada por la!;5.0;mai de 2014
A princípio, para quem está acostumado com o JB do Rio de Janeiro, pode estranhar.  Mas a surpresa já começa assim que chega ao ver que nada é cobrado, nem o estacionamento!  Super bem cuidado, bem planejado, banheiros, bebedouros, tudo em perfeito estado. ;5.0;mai de 2014
Bem cuidado, esse parque eh um dos melhores cartões postais de Curitiba. Vale a pena a visita. Indico.;4.0;abr de 2014
O jardim botânico de Curitiba tem uma linda paisagem e é sem dúvida o cartão postal da capital paranaense. Lá a possibilidade de ótimas fotos é garantida. A entrada é linda, a estufa de maneira igual, e o desenho do jardim em seu decorrer é maravilhosa.;5.0;mai de 2014
Muito bonito, apesar de alguns lugares precisarem de reparos, mas nada que atrapalhe.Também é meio dificil de estacionar mas tudo bem.Fiz um piquenique lá com a namorada e foi maravilhoso, recomento;4.0;mai de 2014
Super bonito, é uma parada obrigatória para quem vai conhecer Curitiba! É um jardim enorme bem no centro da cidade!;4.0;abr de 2014
O Jardim Botânico é um lugar ótimo para quem quer caminhar.Tem apenas uma lanchonete com poucas opções em lanches.Bom para quem procura um lugar tranquilo para caminhadas.;3.0;mai de 2014
O lugar é bonito e uma opção para visitar em uma ida a Curitiba, mas achamos com poucas opções e a entrada um pouco desorganizada.;3.0;abr de 2014
A estufa do jardim botanico esta para Curitiba assim como o cristo esta para o Rio de Janeiro. Um passeio super agradável.;5.0;set de 2013
Não deixe de ir. Belo local e tem a parada do ônibus de turismo na frente. Gostei muito, pois esta muito bem cuidado;4.0;abr de 2014
Fui ano passado e esse ano pretendo voltar com minha canon pra fotografar. Como um bom fotógrafo, dessa vez não posso esquecer minha câmera...rs;5.0;out de 2013
Está decaindo... O semicírculo de exposição faz ANOS que possui a placa de fechado para reparos. Estacionamento - nenhum governo se preocupou em solucionar,  todos fingem que não sabem deste problema. ;4.0;mai de 2014
Ponto de parada obrigatório para o turista, esse cartão postal florido é recomendado para belas fotos e um passeio num dia de sol. Os locais aproveitam a pista para caminhada. ;4.0;fev de 2014
Um dos mais lindos lugares de Curitiba. Jardins floridos e muito bem cuidados. Um cartão postal. Vale a pena conhecer!;5.0;jan de 2014
Lugar excelente para o visitante ficar em harmonia consigo mesmo e sentir-se em paz.Muito bonito o jardim e a organização paisagística.Legal para fazer caminhada.;5.0;fev de 2014
Jardim bonito, bem cuidado. tem uma lanchonete que vende um chocolate quente muito gostoso para os dias de frio é uma boa. Tem banheiros para os visitantes. Não paga para entrar nesse ponto turístico. A visitante não demora muito, pode ser feito em 1 hora no máximo.;3.0;out de 2013
É indispensável não visitar o lugar pois é muito bonito o jardim botânico se. Falar no espaço que é muito grande com várias opções para conhecer.;5.0;mar de 2014
Fiquei encantada com o espaço, com as fores, com o ambiente, muito lindo, vale a pena conferir e visitar se for a Curitiba!!!!;5.0;dez de 2013
Adorei o Jardim Botânico, fui pra lá duas vezes, uma só não consegue ver tudo nos detalhes, os jardins da entrada são lindos, a estufa é linda também. Passear lá dentro é tudo de bom.;5.0;dez de 2013
Vale muito a pena visitar o Jardim Botânico. Fomos no ônibus de turismo, que é uma grande alternativa para conhecer e divulgar os pontos turísticos da cidade. A visita é gratuita, visitamos o Jardim das Sensações, que foi feito para deficientes visuais, e fica dentro do próprio jardim. Bonito, lindo e bem organizado.;5.0;mai de 2014
Um passeio que vale a pena sempre para quem vai à Curitiba. Limpo, tranquilo, lindas paisagens!!Perfeito;5.0;jun de 2013
É bastante pequeno e com pouquíssimas variedades. Você entra, dá alguns passos e já chegou ao fim. Uma grande porcaria.;2.0;jun de 2013
A estrutura para turistas é sensacional, grandes areas verdes, wi-fi, bancos, diversas atrações e muita natureza. Porém o estacionamento é extremamente pequeno e em dias como os finais de semana e feriados é missão difícil achar uma vaga, é mais prático ir de ônibus ;5.0;abr de 2014
Um dos lugares mais bonitos de Curitiba que não se pode deixar de visitar. Possui um grande parque, ótimo para fazer caminhadas e passar a tarde.;4.0;abr de 2014
Gostamos da bela paisagem, dos jardins, e nao gostamos da falta de estacionameto  insuficiente, o dia que fomos havia grande publico;4.0;dez de 2013
Jardim Botânico de Curitiba é o lugar mais lindo que já conheci. Quem tiver a oportunidade de viaja e conhecer o jardim vai ficar apaixonado com o lugar, clima e as belas encontradas lá.;5.0;jul de 2013
Local turístico de Curitiba, com um grande parque e um jardim muito bem cuidado! Existem trilhas para caminhada e corrida!;4.0;ago de 2013
Como muitas das atrações de Curitiba, o Jardim botânico é fake... mas é lindo, vale a pena conhecer, CLARO! ;5.0;mai de 2014
Você pode deixar de visitar até a Opera de Arame, mas não deixe de ir ao Jardim Botânico. Certeza de lindas fotos! Ponto de ônibus da Linha Turismo na entrada do parque.;5.0;abr de 2014
Curitiba foi uma de minhas melhores viagens, pois adoro aproveitar a natureza e as belezas do lugar! O jardim botânico é impressionante, pela arquitetura da estufa, da paisagem em estilo Francês, não parece que estamos no Brasil!E o melhor? como em poucos lugares no Brasil a entrada é gratuita, aliás quase todas as atrações em Curitiba é gratuito!Vale muito a pena.;5.0;jun de 2013
E um lugar maravilhoso, onde tem inumeras especies de animais e plantas para observarmos. Extremamente bem conservado. ;5.0;abr de 2014
Principal ponto turístico da cidade. O lugar é bem bonito, limpo e bem cuidado. Uma ótima opção pra relaxar nas tardes de domingo!!;5.0;mai de 2014
Lugar maravilhoso, paisagem bela, ótimo lugar para relaxar, descansar, ler um livro, ou brincar com seus filhos, flores lindas, fizemos um ótimo passeio em familia.;5.0;jun de 2013
Lugar incrível para curtir a natureza e descansar. Belas plantas e ambiente agradável para piquenique;5.0;jun de 2013
Lugar lindo, com um paisagismo mto bem feito. Não tem mta coisa p se fazer não. Só tirar algumas fotos e admirar a beleza do lugar. Dentro da estufa é meio desapontador. Esperava uma beleza similar aos jardins externos.;5.0;abr de 2014
"Todas as vezes que pesquisava sobre pontos turísticos para visitar em Curitiba, Jardim Botânico era considerado o ""carro-chefe"" da viagem. Infelizmente, talvez pela alta expectativa que depositei no local, recebi menos do que esperava. Sim, o palácio de cristal é bonito, mas não é nada excepcional. É um passeio de uma hora apenas. Conselho: vá na parte da manhã. Vale visitar porque é gratuito.";3.0;abr de 2014
Se você vai a Curitiba não pode perder o jardim botânico. Uma passeio curto de 1 hora ou relaxar por um período de uma manhã ou tarde. Você escolhe, mas vale a pena passar por lá.;5.0;mai de 2014
Não deixe de visitar o principal ponto turístico da cidade. O lugar é lindo, ótimo para ler um livro no gramado ou sentar para relaxar.;4.0;mai de 2014
Acho que o mais bonito de Curitiba! Lugar enorme, muito bem cuidado, natureza em todos os lugares. O passeio em que você pode tocar e sentir as diferentes entre as diversas plantas é excelente. Tem uma caminhadinha bem puxada mas vale a pena. estacionamento em volta meio complicado pela quantidade de visitantes, mas nada que estrague o passeio.;5.0;jun de 2013
Pode ser pela época, mas não estava tão florido quanto nas fotos.O museu que tem ao lado estava em reforma, portanto, não pude entrar.Procure saber qual a melhor época para visitar!;3.0;mai de 2014
Ótimo para passar a tarde com a família, namorar, respirar ar fresco, estudar, escutar musica, enfim, relaxar apreciando a natureza!;5.0;fev de 2014
Um lugar magnífico para um passeio. Visual incrível, de encher os olhos. Muito bem cuidado e limpo. Os canteiros estavam maravilhosos, muito floridos e lindos.;4.0;abr de 2014
Um belo lugar para descansar, relaxar e apreciar um pouco da natureza. Tudo isso dentro da cidade. Vale a pena visitar, especialmente nos dias de sol. O parque possui diversos pontos onde é possível deitar na grama sob a sombra das árvores.;5.0;mai de 2014
Considero o jardim botânico mais bonito do Brasil. Além de estar em uma ótima localização, há várias fomas de ir a este local.;5.0;jul de 2013
Foi a primeira vez que visitei o jardim botânico de Curitiba e achei o local muito bonito, limpo e agradável, um belo cartão postal, perfeito para passear com a família. Ponto negativo é que o estacionamento do parque é insuficiente ou melhor não existe então você precisa pagar os flanelas ou deixar o carro muito longe.;4.0;mai de 2014
Lugar lindo, na minha opinião o melhor parque de Curitiba, e olha que eu conheço quase todos, ótimo lugar para caminhar, namorar, passear com a família, desfrutar do verde e da natureza, quem vem para Curitiba não deve deixar de conhecer o Jardim Botânico.;5.0;mai de 2014
Gostei de tudo ! é um belo lugar para se passear com seu ou sua parceira !!! tem muitas árvores para eita embaixo e grama bem cuidada e limpa;5.0;fev de 2014
É lindo! Minha filha adorou correr pelos corredores do jardim e ficou admirando os pássaros do local.;4.0;mai de 2014
Parque muito bonito, organizado e limpo. Umas das melhores atrações para se visitar em Curitiba. O local rende boas fotos e é destino obrigatório para quem não conhece.;5.0;set de 2013
Lindo parque, bem completo e um ótimo passeio com a família, amigos e/ou crianças. Quem gosta de natureza e/ou de jardins pode se maravilhar por lá!;5.0;jun de 2013
Show de bola! Mais bonito do que na TV ou em qualquer lugar. Ótimo ponto para fotografias diurnas ou noturnas! ;5.0;ago de 2013
Lindo jardim, bom para : namorar, caminhar, fazer piqueniques, conhecer a botânica,lugar para relaxar e ler um bom livro.;5.0;jun de 2013
"Quem conhece o Jardim Botânico do Rio de Janeiro e o de São Paulo vai ficar decepcionado, criaram o espaço , não fizeram incrementos florestais , botânicos ( vegetais ) e deixaram tudo lá de qquer jeito . Tem uma estufa de plantas , um chafariz e pistas de caminhada q já são defasadas p/ a população usufruir, não tem estacionamento q comporte a visitação de quem vai de carro e está muito próximo de uma favela bastante perigosa , portanto não de bobeira pelas imediações e nem mesmo dentro do "" jardim botânico "" pq a guarda municipal pouco ou nada faz.";1.0;jan de 2014
gosto de tudomoro em curitiba e sempre que posso vou até lá para relaxaras flores são lindas e a vista maravilhosajá fui fazer caminhada também. tem uma pista de caminhadas excelenteo que não gosto é que nunca tem lugar para estacionar e sempre está cheio.mas vale muito a pena;5.0;fev de 2014
Obrigatório para qualquer turista em viagem à Curitiba, sua estufa encanta ela variedade de espécies e os jardins permitem muitas fotos bonitas. De fácil acesso tanto por transporte público quanto de bicicleta, é um passeio que pode ser combinado com outros no mesmo período, já que não é muito grande. A vista noturna também é muito bonita, quando a estufa fica toda iluminada.;4.0;abr de 2014
Bonito parque verde bem no centro de Curitiba. É muito grande, bom para uma caminhada. A estufa de vidro é bonita, mas sem muitos atrativos, esperava um pouco mais. Mas a caminhada no parque vale a visita.;4.0;mai de 2014
Muito bonito para conhecer e para fotografias com a familia e amigos. Vale a pena a visita nesse lugar.;5.0;jul de 2013
O Jardim Botânico de Curitiba está cada vez mais bonito! Sem dúvida, é um dos locais mais bonitos de Curitiba. O novo Jardim das Sensações, localizado dentro do Jardim Botânico, é muito lindo, contando até com uma pequena queda d'água. Tudo muito lindo!;5.0;mar de 2014
um lugar muito lindo....gostoso para relaxar.....paisagens bonitas,  minha madrinha do rio de janeiro adorou o lugar....unica coisa que não gostei é que não pode levar cachorro , mais fora isso....legal;5.0;jan de 2014
Que lugar mais aconchegante e lindo de se visitar viu.. tantas flores lindas e delicadas fazem desse lugar um paraíso das flores rsrsrs.. O lugar onde compramos os presentinhos tb é bem aconchegante e fomos bem atendidos.. recomendo e quero voltar muito em breve;5.0;ago de 2013
É um ótimo lugar para turistas e moradores locais. Não levar uma máquina fotográfica é um pecado. Na primavera as flores são belas. O local é limpo, grande e dispõe de locais de caminhadas.O único ponto negativo é o bairro, visto que é um pouco perigoso.;4.0;mar de 2014
Recomendo que seja visitado... Alta diversidade de plantas !!!!Reserve um dia de sol  e um ótimo passeio !!!!!!;5.0;nov de 2013
Muito bonito e bem cuidado. Já fui várias vezes e o passeio é sempre excelente, principalmente quando quero um pouco de sossego. Só poderia ser mais seguro.;5.0;nov de 2013
Lugar muito tranquilo e aprazível para se passar uma parte da manhã passeando pelos jardins e tirando belíssimas fotos. Sugiro o passeio com o ônibus de turismo que dá uma volta na cidade passando por vários pontos turísticos. É só escolher alguns, descer do ônibus e ficar o tempo que quiser... depois é só embarcar num dos próximos ônibus que ficam circulando. E certamente o Jardim Botânico é uma das paradas obrigatórias!;4.0;nov de 2013
"O lugar é muito bonito, com um estilo de jardim europeu.No quesito de flora eu esperava um pouco mais de variedade, mas o ""centro"" do jardim já vale para tirar bastante fotos. Também possui uma lojinha para comprar algumas lembranças.";4.0;jun de 2013
Muito bonito, limpo, organizado, bem localizado e frequentado. Além disso, a visita é gratuita. O Jardim Botânico é cartão postal de sua viagem a Curitiba. Não perca!;5.0;mai de 2014
Tão bonito quanto parece nas fotos, o lugar é muito verde e bem conservado parada obrigatória para quem vai visitar curitiba.;5.0;mai de 2014
Gente é um lugar maravilhoso, qualquer foto que se tira lá fica bonito, sempre muito florido e com a visão daquela estufa no fundo, fica magnífico. Excelente para caminhadas. Amo esse lugar.;5.0;jan de 2014
É um lugar muio bonito. Otimo para tirar boas fotos, curtir o visual tomando um sol. O local eh bastante amplo.Lugar lindo, os jardins bem floridos encantam os olhos de quem o visita. A vista do lugar é incrível.;5.0;jun de 2013
"Achei o Jardim Botânico muito bonito, mas não espere passar tempo demais por lá. É que não tem muito o que fazer; é só chegar, tirar fotos, dar uma admirada na vista e ir embora. Mas vale a pena a visita, o ambiente é super agradável!";4.0;mai de 2014
Muito Bonito, fui estava muito quente, e não aproveitei, mais e muito bonito e indico sem sustos, de facil acesso.;4.0;mar de 2014
Gostei de tudo..o lugar é lindo e muito bem conservado, a vista para a cidade é perfeita...muito gostoso o lugar..Um show! Vale a pena visitar.;5.0;mai de 2014
Muito limpo, gramas perfeitas, ótimo para meditar, maravilhoso para levar os filhos, tomar um sorvete.;5.0;out de 2013
É o cartão-postal de Curitiba. Ótimo lugar para tirar belíssimas fotos. Como é a céu aberto, só presta ir em dia de sol. Imperdível!;5.0;jun de 2013
Interessante o jardim das sensações que promove a inclusão de pessoas com necessidades especiais e a estufa com plantas ornamentais.;4.0;mar de 2014
É um lugar muio bonito. Otimo para tirar boas fotos, curtir o visual tomando um sol. O local eh bastante amplo.;5.0;nov de 2013
Lugar lindo, os jardins bem floridos encantam os olhos de quem o visita.A vista do lugar é incrível, tranquilo e muito bem cuidado.Lugar bom para ir com a família, crianças.;4.0;jun de 2013
Lugar incrível, tive sorte de não estar chovendo e pude aproveitar um bom sol enquanto caminhava por lá. Muito limpo, bem cuidado, com ótima estrutura, merece toda a fama que tem, chegando lá você se pergunta porque não foi antes para conhecer.Pode-se chegar até ele com o ônibus da Linha Turismo, ou com o transporte público mesmo, super fácil. Imperdível.;5.0;mar de 2014
Lugar muito lindo, muito verde, bem gostoso para andar, passear, porém sem muita atração. Visita rápida.;4.0;jan de 2014
Um espetáculo à parte, principalmente no por-do-sol. A vista da cidade é linda! Perfeito também para dar aquela caminhada ou corrida pela manhã. Apesar de cheia, a pista é grande e espaçosa.;5.0;nov de 2013
Uma ótima opção para passeios vespertinos, incluindo crianças, e para admiradores de botânica.O lugar é simplesmente lindo.O acesso pode ser feito usando o sistema de ônibus turísticos da cidade.;4.0;jul de 2013
Visite em dia de sol. Parece um jardim, muito bem cuidado. Ótimo para caminhar, tomar um chimarrão e tirar muitas fotos.;5.0;abr de 2014
local maravilhoso, excelente para passar uma tarde, dar uma caminhada e tomar um solzinho, além da beleza do local que é demais. vale a pena conhecer.;5.0;abr de 2014
Este lugar é muito lindo, e o pôr do sol vira um espetáculo quando assistido sentado na grama do Jardim Botânico de Curitiba...;5.0;mar de 2014
"Estar no Jardim Botâncio de Curitiba significa algo mais do que estar em meio à natureza. É uma experiência sensorial que perpassa todo teu ser, elevando as tuas sensações para um limite desconhecido. Com o novo espaço criado: ""Jardim das Sensações"", podemos tocar as plantar e sentir sua textura e aroma muito próximos a nós! É fantástico!!!";5.0;abr de 2014
O Jardim Botânico é muito bonito, sem palavras para comentar tamanha beleza, e o melhor de Curitiba e que os parques são quase todos de graças às entradas (não vou colocar todos porque não tive tempo suficiente de conhecer todos, mas com certeza voltarei para conhecer os demais), um custo beneficio compensatório conhecer. ;5.0;ago de 2013
parque muito bonito, mas só para passear, sem muitos atrativos, sem uma estrutura de lanchonetes ou restaurantes, falta bebedouros, mas o lugar é lindo, principalmente para tirar fotos;4.0;mai de 2014
Apesar da dificuldade de estacionar nos finais de semana, o Jardim é muito bonito e merece ser visitado!;5.0;mai de 2014
Fantástico. O principal cartão-postal de Curitiba! É lindo e vale a pena o passeio! Melhor horário para visitas é pela manhã ou no final da tarde, já que o passeio é 95% a céu aberto!;5.0;mar de 2014
Lugar muito bonito. Pena que estava chovendo no dia que fui, mesmo assim não tirou a beleza do local. Recomendo!;5.0;fev de 2014
Curitiba é uma cidade muito linda, com muito verde e parques para você caminhar e relaxar. O Jardim Botânico é imenso com muitas flores ornamentais. Vale a pena conhecer.;4.0;abr de 2014
Local interessante para se conhecer. Bonito, bem cuidado. As pessoas aproveitam para curtir o por do sol;4.0;abr de 2014
um lugar muito bonito para tirar fotos e passear, tem algumas exposições e um lago bem bonito, melhores dias para ir são os com o céu bem azul que dão um toque especial ao espaço amplo ;5.0;abr de 2014
Para quem gostaria de visitar Curitiba esse sem duvida é o melhor lugar para ir! Você fica perto da natureza faz uma caminhada ve diversos tipos de plantas , vale muito a pena;5.0;abr de 2014
Um cenário incrível, tivemos a sensação de estar em um filme ou em um sonho. o Jardim de entrada e a cúpula de vidro são os destaques do local.;5.0;jun de 2013
nāo deixe de visitar a estufa!a obra é um marco em curitiba. vale muito a visita.nāo é cobrado ingresso.;4.0;mai de 2014
ponto turístico imperdível para quem for visitar a cidade. Digno de belas fotos. Ideal para ir com a família e passar uma tarde por lá.;5.0;abr de 2014
